Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
33.21,7.501071453094482,8.035177230834961,1.1503562927246094,0.3404284119606018,73.8224105834961,-1.0,2373566976.0,-1.0,-1.0,1210112.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26213684959.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.23,7.501071453094482,8.035177230834961,1.1503562927246094,0.3404284119606018,73.8224105834961,-1.0,2373566976.0,-1.0,-1.0,1210112.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,24727507620.5,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.24,7.501071453094482,8.035177230834961,1.1503562927246094,0.3404284119606018,73.8224105834961,-1.0,2373566976.0,-1.0,-1.0,1210112.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,28575847752.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.25,7.501071453094482,8.035177230834961,1.1503562927246094,0.3404284119606018,73.8224105834961,-1.0,2373566976.0,-1.0,-1.0,1210112.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26235755099.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.26,7.501071453094482,8.035177230834961,1.1503562927246094,0.3404284119606018,73.8224105834961,-1.0,2373566976.0,-1.0,-1.0,1210112.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26247402955.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.27,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26247402955.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.29,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26275573816.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.3,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23272769735.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.31,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27455888357.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.34,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23289289330.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.35,7.119243144989014,7.990630149841309,1.1165075302124023,0.3040490448474884,79.1838150024414,-1.0,2347922688.0,-1.0,-1.0,1157064.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26321938027.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.37,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26321938027.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.38,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23307450453.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.39,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27491155315.5,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.41,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26349358347.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.43,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,28669758200.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.44,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23325809776.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.45,7.1167192459106445,8.02534294128418,1.112922191619873,0.3076318800449371,71.74542999267578,-1.0,2277260032.0,-1.0,-1.0,1114331.75,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26360465497.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.47,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26360465497.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.48,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23345700411.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.49,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26369710182.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.5,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26376060725.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.52,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27551128133.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.53,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26391976941.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.55,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26400276313.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.56,6.922077655792236,8.00695514678955,1.102650761604309,0.3031571507453918,68.67786407470703,-1.0,2314262784.0,-1.0,-1.0,1116937.5,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,28738014629.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.57,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,24910438280.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.59,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,28756446890.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.6,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26419094852.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.62,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26426616275.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.64,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,24932038948.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.66,7.490169048309326,8.045580863952637,1.1558271646499634,0.3199648261070251,64.80741119384766,-1.0,2353066240.0,-1.0,-1.0,1208339.625,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27620643604.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.67,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27620643604.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.68,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,24946259283.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.69,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26450514620.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.7,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26456832307.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.72,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26465778854.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.73,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23465927925.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.74,7.185358047485352,7.982476234436035,1.1129506826400757,0.3125701546669006,71.56922912597656,-1.0,2376016128.0,-1.0,-1.0,1160485.375,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,27662247128.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.77,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,24982281511.5,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.78,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,27683301880.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.8,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26503649406.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.83,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26524182193.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.84,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,28896297798.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.85,6.880970478057861,8.027462005615234,1.1111009120941162,0.3009598851203918,61.754207611083984,-1.0,2305592064.0,-1.0,-1.0,1114260.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26535262015.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.87,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26535262015.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.88,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26547073570.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.89,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,27736379450.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.9,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26562983591.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.92,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26572870273.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.93,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26584412796.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.96,7.1025471687316895,8.032479286193848,1.11613130569458,0.3203563392162323,70.52687072753906,-1.0,2278253824.0,-1.0,-1.0,1113293.125,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26596749774.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.97,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26596749774.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.98,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,27774159567.5,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
33.99,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3165.0,26618958083.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
34.0,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,8.141374588012695,104.0,2.0,6330.0,1.0,22.742305755615234,3165.0,23566723676.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
34.01,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,8.141374588012695,104.0,2.0,6330.0,1.0,22.742305755615234,3165.0,26631825025.0,1651.0,3.0,64.0,64.0,68.0,22.0,29.0,29.0,72.0,456.0,2.0,78.3850371837616,2092.0,1.0,71.0,2.1677796840667725
34.02,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,8.172391891479492,533.0,78.0,13274.0,2.0,35.72565078735352,3165.0,26631825025.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.03,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,8.172391891479492,533.0,78.0,13274.0,2.0,35.72565078735352,3165.0,26645571122.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.04,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26645571122.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.06,7.286411762237549,7.959039211273193,1.1238963603973389,0.332078069448471,68.68067932128906,-1.0,2348957696.0,-1.0,-1.0,1155782.375,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26279356295.5,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.07,7.451892375946045,8.07211971282959,1.1584923267364502,0.3310643136501312,62.71533203125,-1.0,2342493952.0,-1.0,-1.0,1202400.875,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26675004662.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.09,7.451892375946045,8.07211971282959,1.1584923267364502,0.3310643136501312,62.71533203125,-1.0,2342493952.0,-1.0,-1.0,1202400.875,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23608979505.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.12,7.451892375946045,8.07211971282959,1.1584923267364502,0.3310643136501312,62.71533203125,-1.0,2342493952.0,-1.0,-1.0,1202400.875,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,27849241870.5,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.16,7.451892375946045,8.07211971282959,1.1584923267364502,0.3310643136501312,62.71533203125,-1.0,2342493952.0,-1.0,-1.0,1202400.875,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23635752945.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.17,6.914573669433594,7.982782363891602,1.0872987508773804,0.3039828836917877,69.83644104003906,-1.0,2377960704.0,-1.0,-1.0,1124170.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,29025267793.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.18,6.914573669433594,7.982782363891602,1.0872987508773804,0.3039828836917877,69.83644104003906,-1.0,2377960704.0,-1.0,-1.0,1124170.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26721989964.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.19,6.914573669433594,7.982782363891602,1.0872987508773804,0.3039828836917877,69.83644104003906,-1.0,2377960704.0,-1.0,-1.0,1124170.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,23650827683.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
34.2,6.914573669433594,7.982782363891602,1.0872987508773804,0.3039828836917877,69.83644104003906,-1.0,2377960704.0,-1.0,-1.0,1124170.0,1.0206491947174072,1070.0,461.0,12233.0,2.0,7.190325736999512,3165.0,26729837782.0,1651.0,3.0,55.0,56.0,55.0,24.0,30.0,23.0,72.0,456.0,2.0,78.35922837257385,2736.0,1.0,71.0,2.1700332164764404
